[sound:s8-0001_早く起きた。.mp3]	<b>(早)</b> <br> 早く起きた。<br> はやくおきた。 <br> I woke up early.			
[sound:s8-3211_妊婦健診を受ける。.mp3]	<b>(妊婦)</b> <br> 妊婦健診を受ける。<br> にんぷけんしんをうける。 <br> Have a prenatal check-up.			
[sound:s8-3212_保健婦として地域を巡回する。.mp3]	<b>(保健婦)</b> <br> 保健婦として地域を巡回する。<br> ほけんふとしてちいきをじゅんかいする。 <br> Travel around the area as a health nurse.			
[sound:s8-3213_婦女暴行の被害者支援をする。.mp3]	<b>(婦女暴行)</b> <br> 婦女暴行の被害者支援をする。<br> ふじょぼうこうのひがいしゃしえんをする。 <br> Provide support for victims of sexual assault.			
[sound:s8-3214_家政婦を雇う。.mp3]	<b>(家政婦)</b> <br> 家政婦を雇う。<br> かせいふをやとう。 <br> Hire a housekeeper.			
[sound:s8-3215_助産婦が出産をサポートする。.mp3]	<b>(助産婦)</b> <br> 助産婦が出産をサポートする。<br> じょさんふがしゅっさんをさぽーとする。 <br> A midwife supports childbirth.			
[sound:s8-3216_鉄は錆びやすい。.mp3]	<b>(鉄)</b> <br> 鉄は錆びやすい。<br> てつはさびやすい。 <br> Iron rusts easily.			
[sound:s8-3217_この橋は鉄でできている。.mp3]	<b>(鉄)</b> <br> この橋は鉄でできている。<br> このはしはてつでできている。 <br> This bridge is made of iron.			
[sound:s8-3218_鉄道で遠くへ旅行する。.mp3]	<b>(鉄道)</b> <br> 鉄道で遠くへ旅行する。<br> てつどうでとおくへりょこうする。 <br> Travel far by train.			
[sound:s8-3219_鉄鋼産業が発展している。.mp3]	<b>(鉄鋼)</b> <br> 鉄鋼産業が発展している。<br> てっこうさんぎょうがはってんしている。 <br> The iron and steel industry is developing.			
[sound:s8-3220_近鉄特急で移動する。.mp3]	<b>(近鉄)</b> <br> 近鉄特急で移動する。<br> きんてつとっきゅうでいどうする。 <br> Travel by Kintetsu Limited Express.			
[sound:s8-3221_地下鉄で通勤する。.mp3]	<b>(地下鉄)</b> <br> 地下鉄で通勤する。<br> ちかてつでつうきんする。 <br> Commute by subway.			
[sound:s8-3222_国鉄の新幹線に乗る。.mp3]	<b>(国鉄)</b> <br> 国鉄の新幹線に乗る。<br> こくてつのしんかんせんにのる。 <br> Ride the national railway's Shinkansen.			
[sound:s8-3223_電鉄の運賃が値上がりした。.mp3]	<b>(電鉄)</b> <br> 電鉄の運賃が値上がりした。<br> でんてつのうんちんがねあがりした。 <br> The fare for the electric railway has increased.			
[sound:s8-3224_私鉄の路線が充実している。.mp3]	<b>(私鉄)</b> <br> 私鉄の路線が充実している。<br> してつのろせんがじゅうじつしている。 <br> Private railway lines are well-developed.			
[sound:s8-3225_鉄骨構造の建物が多い。.mp3]	<b>(鉄骨)</b> <br> 鉄骨構造の建物が多い。<br> てっこうこうぞうのたてものがおおい。 <br> There are many buildings with steel frame structures.			
[sound:s8-3226_コンクリートに鉄筋を埋め込む。.mp3]	<b>(鉄筋)</b> <br> コンクリートに鉄筋を埋め込む。<br> こんくりーとにてっきんをうめこんむ。 <br> Embed steel bars in concrete.			
[sound:s8-3227_彼は家に寄る途中だ。.mp3]	<b>(寄)</b> <br> 彼は家に寄る途中だ。<br> かれはいえによるとちゅうだ。 <br> He's on his way to stop by home.			
[sound:s8-3228_資料を机に寄せる。.mp3]	<b>(寄せる)</b> <br> 資料を机に寄せる。<br> しりょうをつくえによせる。 <br> Bring the documents closer to the desk.			
[sound:s8-3229_寄付金を募る。.mp3]	<b>(寄付)</b> <br> 寄付金を募る。<br> きふきんをつのる。 <br> Raise funds through donations.			
[sound:s8-3230_公園で年寄りが散歩する。.mp3]	<b>(年寄り)</b> <br> 公園で年寄りが散歩する。<br> こうえんでとしよりがさんぽする。 <br> Elderly people take a walk in the park.			
[sound:s8-3231_寄せが速いピッチャーだ。.mp3]	<b>(寄せ)</b> <br> 寄せが速いピッチャーだ。<br> よせがはやいぴっちゃーだ。 <br> He's a pitcher with a fast delivery.			
[sound:s8-3232_双方が歩み寄りを示す。.mp3]	<b>(歩み寄り)</b> <br> 双方が歩み寄りを示す。<br> そうほうがあゆみよりをしめす。 <br> Both sides show willingness to compromise.			
[sound:s8-3233_船は港に寄港する。.mp3]	<b>(寄港)</b> <br> 船は港に寄港する。<br> ふねはみなとにきこうする。 <br> The ship calls at the port.			
[sound:s8-3234_壁に寄り掛かる。.mp3]	<b>(寄り掛かる)</b> <br> 壁に寄り掛かる。<br> かべによりかかる。 <br> Lean against the wall.			
[sound:s8-3235_寄席で落語を聞く。.mp3]	<b>(寄席)</b> <br> 寄席で落語を聞く。<br> よせでらくごをきく。 <br> Listen to rakugo at a traditional Japanese storytelling theater.			
[sound:s8-3236_最寄りの駅まで歩く。.mp3]	<b>(最寄り)</b> <br> 最寄りの駅まで歩く。<br> もよりのえきまであるく。 <br> Walk to the nearest station.			
[sound:s8-3237_寄生虫の危険性を理解する。.mp3]	<b>(寄生虫)</b> <br> 寄生虫の危険性を理解する。<br> きせいちゅうのきけんせいをりかいする。 <br> Understand the risks of parasites.			
[sound:s8-3238_彼のアドバイスは大いに益になる。.mp3]	<b>(益)</b> <br> 彼のアドバイスは大いに益になる。<br> かれのあどばいすはおおいにえきになる。 <br> His advice is greatly beneficial.			
[sound:s8-3239_企業の利益を最大化する。.mp3]	<b>(利益)</b> <br> 企業の利益を最大化する。<br> きぎょうのりえきをさいだいかする。 <br> Maximize profits for the company.			
[sound:s8-3240_収益を上げるために努力する。.mp3]	<b>(収益)</b> <br> 収益を上げるために努力する。<br> しゅうえきをあげるためにどりょくする。 <br> Make efforts to increase revenue.			
[sound:s8-3241_この提案は双方に益となる。.mp3]	<b>(益)</b> <br> この提案は双方に益となる。<br> このていあんはそうほうにえきとなる。 <br> This proposal is beneficial to both sides.			
[sound:s8-3242_企業の経常利益が増加した。.mp3]	<b>(経常利益)</b> <br> 企業の経常利益が増加した。<br> きぎょうのけいじょうりえきがぞうかした。 <br> The company's operating profit has increased.			
[sound:s8-3243_減益が続いている。.mp3]	<b>(減益)</b> <br> 減益が続いている。<br> げんえきがつづいている。 <br> There has been a continued decrease in profits.			
[sound:s8-3244_販売差益を計算する。.mp3]	<b>(差益)</b> <br> 販売差益を計算する。<br> はんばいさえきをけいさんする。 <br> Calculate the sales margin.			
[sound:s8-3245_今年は増益を達成した。.mp3]	<b>(増益)</b> <br> 今年は増益を達成した。<br> ことしはぞうえきをたっせいした。 <br> This year, we achieved an increase in profits.			
[sound:s8-3246_国益を守るために行動する。.mp3]	<b>(国益)</b> <br> 国益を守るために行動する。<br> こくえきをまもるためにこうどうする。 <br> Take action to protect national interests.			
[sound:s8-3247_公益のために働く。.mp3]	<b>(公益)</b> <br> 公益のために働く。<br> こうえきのためにはたらく。 <br> Work for the public good.			
[sound:s8-3248_彼は公益法人に勤めている。.mp3]	<b>(公益法人)</b> <br> 彼は公益法人に勤めている。<br> かれはこうえきほうじんにつとめている。 <br> He works for a public-interest corporation.			
[sound:s8-3249_混んでいる電車に乗る。.mp3]	<b>(込)</b> <br> 混んでいる電車に乗る。<br> こんでいるでんしゃにのる。 <br> Board a crowded train.			
[sound:s8-3250_売上見込みを立てる。.mp3]	<b>(見込み)</b> <br> 売上見込みを立てる。<br> うりあげみこみをたてる。 <br> Make sales forecasts.			
[sound:s8-3251_計画に要望を盛り込む。.mp3]	<b>(盛り込む)</b> <br> 計画に要望を盛り込む。<br> けいかくにようぼうをもりこむ。 <br> Include requests in the plan.			
[sound:s8-3252_イベントに申し込みする。.mp3]	<b>(申し込み)</b> <br> イベントに申し込みする。<br> いべんとにもうしこみする。 <br> Apply for the event.			
[sound:s8-3253_彼を追い込む状況になる。.mp3]	<b>(追い込む)</b> <br> 彼を追い込む状況になる。<br> かれをおいこむじょうきょうになる。 <br> Be in a situation to push him to the edge.			
[sound:s8-3254_事故に人を巻き込む。.mp3]	<b>(巻き込む)</b> <br> 事故に人を巻き込む。<br> じこにひとをまきこむ。 <br> Involve people in an accident.			
[sound:s8-3255_禁止物を持ち込む。.mp3]	<b>(持ち込む)</b> <br> 禁止物を持ち込む。<br> きんしものをもちこんむ。 <br> Bring prohibited items.			
[sound:s8-3256_成功を見込む。.mp3]	<b>(見込む)</b> <br> 成功を見込む。<br> せいこうをみこむ。 <br> Anticipate success.			
[sound:s8-3257_新入社員の意気込みが高い。.mp3]	<b>(意気込み)</b> <br> 新入社員の意気込みが高い。<br> しんにゅうしゃいんのいきごみがたかい。 <br> New employees are enthusiastic.			
[sound:s8-3258_システムにデータを組み込む。.mp3]	<b>(組み込む)</b> <br> システムにデータを組み込む。<br> しすてむにでーたをくみこむ。 <br> Embed data into the system.			
[sound:s8-3259_商品を売り込む戦略を立てる。.mp3]	<b>(売り込み)</b> <br> 商品を売り込む戦略を立てる。<br> しょうひんをうりこむせんりゃくをたてる。 <br> Develop a strategy to promote the product.			
[sound:s8-3260_彼は笑顔で挨拶する。.mp3]	<b>(顔)</b> <br> 彼は笑顔で挨拶する。<br> かれはえがおであいさつする。 <br> He greets with a smile.			
[sound:s8-3261_彼の顔色が悪い。.mp3]	<b>(顔)</b> <br> 彼の顔色が悪い。<br> かれのかおいろがわるい。 <br> His complexion is bad.			
[sound:s8-3262_彼は知らん顔をして通り過ぎた。.mp3]	<b>(知らん顔)</b> <br> 彼は知らん顔をして通り過ぎた。<br> かれはしらんがおをしてとおりすぎた。 <br> He passed by with an indifferent expression.			
[sound:s8-3263_彼女の笑顔が明るい。.mp3]	<b>(笑顔)</b> <br> 彼女の笑顔が明るい。<br> かのじょのえがおがあかるい。 <br> Her smile is bright.			
[sound:s8-3264_会議の顔ぶれが豪華だ。.mp3]	<b>(顔ぶれ)</b> <br> 会議の顔ぶれが豪華だ。<br> かいぎのかおぶれがごうかだ。 <br> The lineup of attendees at the meeting is impressive.			
[sound:s8-3265_似顔画を描く。.mp3]	<b>(似顔)</b> <br> 似顔画を描く。<br> にがおえをかく。 <br> Draw a portrait.			
[sound:s8-3266_彼女の素顔を見たことがあるか。.mp3]	<b>(素顔)</b> <br> 彼女の素顔を見たことがあるか。<br> かのじょのすがおをみたことがあるか。 <br> Have you ever seen her without makeup?			
[sound:s8-3267_彼の顔色が青白い。.mp3]	<b>(顔色)</b> <br> 彼の顔色が青白い。<br> かれのかおいろがあおじろい。 <br> His complexion is pale.			
[sound:s8-3268_新入社員との顔合わせをする。.mp3]	<b>(顔合わせ)</b> <br> 新入社員との顔合わせをする。<br> しんにゅうしゃいんとのかおあわせをする。 <br> Have a meeting with the new employees.			
